tensor(0.0334, device='cuda:0', dtype=torch.float64) -0.17364502
tensor(0.0333, device='cuda:0', dtype=torch.float64) -0.6443939
tensor(0.0422, device='cuda:0', dtype=torch.float64) -0.7733154
tensor(0.0009, device='cuda:0', dtype=torch.float64) -0.22302246
tensor(0.0767, device='cuda:0', dtype=torch.float64) -0.18408966
tensor(0.0440, device='cuda:0', dtype=torch.float64) -0.11939049
tensor(0.0511, device='cuda:0', dtype=torch.float64) -0.4955368
tensor(0.0534, device='cuda:0', dtype=torch.float64) -0.3242798
tensor(0.0567, device='cuda:0', dtype=torch.float64) -0.19663239
tensor(0., device='cuda:0', dtype=torch.float64) -0.33635712
tensor(0.0102, device='cuda:0', dtype=torch.float64) -0.5389557
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.6553955
tensor(0., device='cuda:0', dtype=torch.float64) -0.04617405
tensor(0.0353, device='cuda:0', dtype=torch.float64) -0.143219
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.08867836
tensor(0.5451, device='cuda:0', dtype=torch.float64) -0.24763489
tensor(0.5261, device='cuda:0', dtype=torch.float64) -0.4897766
tensor(0.5995, device='cuda:0', dtype=torch.float64) -0.41241455
tensor(0.0005, device='cuda:0', dtype=torch.float64) -0.21234894
tensor(0.1270, device='cuda:0', dtype=torch.float64) -0.25471497
tensor(0.0030, device='cuda:0', dtype=torch.float64) -0.4959259
tensor(0.0022, device='cuda:0', dtype=torch.float64) -0.59994507
tensor(0.0041, device='cuda:0', dtype=torch.float64) -0.22576141
tensor(0.0063, device='cuda:0', dtype=torch.float64) -0.33795166
tensor(0.0120, device='cuda:0', dtype=torch.float64) -0.32492065
tensor(0.0082, device='cuda:0', dtype=torch.float64) -0.314003
tensor(0.0376, device='cuda:0', dtype=torch.float64) -0.63243103
tensor(0.0380, device='cuda:0', dtype=torch.float64) -0.65818787
tensor(0.3979, device='cuda:0', dtype=torch.float64) -0.33773804
tensor(0.0280, device='cuda:0', dtype=torch.float64) -0.30134583
tensor(0.0109, device='cuda:0', dtype=torch.float64) -0.5691223
tensor(0.0105, device='cuda:0', dtype=torch.float64) -0.549057
tensor(0.0882, device='cuda:0', dtype=torch.float64) -0.32592773
tensor(0.0070, device='cuda:0', dtype=torch.float64) -0.21084595
tensor(0.0739, device='cuda:0', dtype=torch.float64) -0.36754608
tensor(0.0095, device='cuda:0', dtype=torch.float64) -0.18954468
tensor(0.0929, device='cuda:0', dtype=torch.float64) -0.43927002
tensor(0.0985, device='cuda:0', dtype=torch.float64) -0.31093597
tensor(0.1034, device='cuda:0', dtype=torch.float64) -0.28694153
tensor(0.1110, device='cuda:0', dtype=torch.float64) -0.14371109
tensor(0.1588, device='cuda:0', dtype=torch.float64) -0.2511139
tensor(0.5050, device='cuda:0', dtype=torch.float64) -0.10138321
tensor(0.2868, device='cuda:0', dtype=torch.float64) -0.09756851
tensor(0.0143, device='cuda:0', dtype=torch.float64) -0.5055313
tensor(0.0083, device='cuda:0', dtype=torch.float64) -0.43226624
tensor(0.0208, device='cuda:0', dtype=torch.float64) -0.41791534
tensor(0.0048, device='cuda:0', dtype=torch.float64) -0.23136902
tensor(0.0142, device='cuda:0', dtype=torch.float64) -0.34885406
tensor(0.0148, device='cuda:0', dtype=torch.float64) -0.39374542
tensor(0.0021, device='cuda:0', dtype=torch.float64) -0.5272064
tensor(0.3833, device='cuda:0', dtype=torch.float64) -0.3668518
tensor(0.0122, device='cuda:0', dtype=torch.float64) -0.33301544
tensor(0.0239, device='cuda:0', dtype=torch.float64) -0.4973297
tensor(0.0086, device='cuda:0', dtype=torch.float64) -0.67245483
tensor(0.0061, device='cuda:0', dtype=torch.float64) -0.4879074
tensor(0., device='cuda:0', dtype=torch.float64) -0.1954689
tensor(0., device='cuda:0', dtype=torch.float64) -0.33368683
tensor(0.3942, device='cuda:0', dtype=torch.float64) -0.39131927
tensor(0.2538, device='cuda:0', dtype=torch.float64) -0.21021271
tensor(0.2454, device='cuda:0', dtype=torch.float64) -0.4048767
tensor(0.2354, device='cuda:0', dtype=torch.float64) -0.36847687
tensor(0.2257, device='cuda:0', dtype=torch.float64) -0.3717575
tensor(0.0285, device='cuda:0', dtype=torch.float64) -0.22005463
tensor(0.0008, device='cuda:0', dtype=torch.float64) -0.46723938
tensor(0.0180, device='cuda:0', dtype=torch.float64) -0.6221466
tensor(0.0041, device='cuda:0', dtype=torch.float64) -0.38279724
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.5861969
tensor(0.0017, device='cuda:0', dtype=torch.float64) -0.14450645
tensor(9.6207e-05, device='cuda:0', dtype=torch.float64) -0.41078186
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.54896545
tensor(0.0108, device='cuda:0', dtype=torch.float64) -0.30771637
tensor(0.0087, device='cuda:0', dtype=torch.float64) -0.25026703
tensor(0.0093, device='cuda:0', dtype=torch.float64) -0.1747284
tensor(2.8862e-05, device='cuda:0', dtype=torch.float64) -0.18581772
tensor(0.0175, device='cuda:0', dtype=torch.float64) -0.25914383
tensor(0.0094, device='cuda:0', dtype=torch.float64) -0.30264282
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.24531174
tensor(0.1347, device='cuda:0', dtype=torch.float64) -0.1474762
tensor(0.3068, device='cuda:0', dtype=torch.float64) -0.16758728
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.09792709
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.4515381
tensor(0.2265, device='cuda:0', dtype=torch.float64) -0.19727707
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.3661499
tensor(0.0187, device='cuda:0', dtype=torch.float64) -0.28929138
tensor(0.0241, device='cuda:0', dtype=torch.float64) -0.34246063
tensor(0.0174, device='cuda:0', dtype=torch.float64) -0.1040535
tensor(9.6207e-05, device='cuda:0', dtype=torch.float64) -0.29210663
tensor(0.0074, device='cuda:0', dtype=torch.float64) -0.100774765
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.24672699
tensor(9.6207e-06, device='cuda:0', dtype=torch.float64) -0.10581398
tensor(0.0169, device='cuda:0', dtype=torch.float64) -0.28629494
tensor(0.0329, device='cuda:0', dtype=torch.float64) -0.2108841
tensor(0.0054, device='cuda:0', dtype=torch.float64) -0.2794037
tensor(0.0371, device='cuda:0', dtype=torch.float64) -0.05025482
tensor(0.3477, device='cuda:0', dtype=torch.float64) -0.060619354
tensor(0.0447, device='cuda:0', dtype=torch.float64) -0.07142258
tensor(0.1191, device='cuda:0', dtype=torch.float64) -0.29894257
tensor(0.1123, device='cuda:0', dtype=torch.float64) -0.12841415
tensor(0.2648, device='cuda:0', dtype=torch.float64) -0.16856384
tensor(0., device='cuda:0', dtype=torch.float64) -0.07125473
tensor(0.6973, device='cuda:0', dtype=torch.float64) -0.5701294
tensor(0., device='cuda:0', dtype=torch.float64) -0.47164917
tensor(0.7567, device='cuda:0', dtype=torch.float64) -0.34936523
tensor(0.1270, device='cuda:0', dtype=torch.float64) -0.09244919
tensor(0.2990, device='cuda:0', dtype=torch.float64) -0.15706253
tensor(0.3242, device='cuda:0', dtype=torch.float64) -0.23724365
tensor(0.1590, device='cuda:0', dtype=torch.float64) -0.4119377
tensor(0.1787, device='cuda:0', dtype=torch.float64) -0.28887177
tensor(0.4720, device='cuda:0', dtype=torch.float64) -0.27011108
tensor(0.5546, device='cuda:0', dtype=torch.float64) -0.2228241
tensor(0.0951, device='cuda:0', dtype=torch.float64) -0.17871857
tensor(0.1006, device='cuda:0', dtype=torch.float64) 0.012371063
tensor(0.1002, device='cuda:0', dtype=torch.float64) -0.21746063
tensor(0.2425, device='cuda:0', dtype=torch.float64) -0.33698273
tensor(0.0076, device='cuda:0', dtype=torch.float64) -0.21244812
tensor(0.0038, device='cuda:0', dtype=torch.float64) -0.3547821
tensor(0.0169, device='cuda:0', dtype=torch.float64) -0.106594086
tensor(0.0179, device='cuda:0', dtype=torch.float64) -0.077783585
tensor(0.0444, device='cuda:0', dtype=torch.float64) -0.01884842
tensor(0.0408, device='cuda:0', dtype=torch.float64) -0.16936874
tensor(0.0335, device='cuda:0', dtype=torch.float64) -0.33889008
tensor(0.0326, device='cuda:0', dtype=torch.float64) -0.28399658
tensor(0.2990, device='cuda:0', dtype=torch.float64) -0.20042229
tensor(0.0569, device='cuda:0', dtype=torch.float64) -0.2719307
tensor(0.0531, device='cuda:0', dtype=torch.float64) -0.28716278
tensor(0.0329, device='cuda:0', dtype=torch.float64) -0.1296463
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.12474823
tensor(0.0054, device='cuda:0', dtype=torch.float64) -0.43086243
tensor(0.1115, device='cuda:0', dtype=torch.float64) -0.23300934
tensor(0.0276, device='cuda:0', dtype=torch.float64) -0.10536575
tensor(0., device='cuda:0', dtype=torch.float64) -0.07982254
tensor(0.3820, device='cuda:0', dtype=torch.float64) -0.02772522
tensor(0.1444, device='cuda:0', dtype=torch.float64) -0.10269928
tensor(0.0870, device='cuda:0', dtype=torch.float64) -0.15898895
tensor(0.0345, device='cuda:0', dtype=torch.float64) -0.15141296
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.24678802
tensor(0.3054, device='cuda:0', dtype=torch.float64) -0.1443367
tensor(0., device='cuda:0', dtype=torch.float64) -0.22302818
tensor(0.0864, device='cuda:0', dtype=torch.float64) -0.097616196
tensor(0.0585, device='cuda:0', dtype=torch.float64) -0.23840332
tensor(0.1454, device='cuda:0', dtype=torch.float64) -0.37171936
tensor(0.1515, device='cuda:0', dtype=torch.float64) -0.09905815
tensor(0.1935, device='cuda:0', dtype=torch.float64) -0.097652435
tensor(0.0236, device='cuda:0', dtype=torch.float64) -0.040222168
tensor(0.0415, device='cuda:0', dtype=torch.float64) 0.025449753
tensor(0.1357, device='cuda:0', dtype=torch.float64) -1.0369415
tensor(0.0441, device='cuda:0', dtype=torch.float64) -0.05820656
tensor(0.3406, device='cuda:0', dtype=torch.float64) -0.06103134
tensor(0.2926, device='cuda:0', dtype=torch.float64) -0.14935017
tensor(0.0694, device='cuda:0', dtype=torch.float64) -0.068452835
tensor(0.0660, device='cuda:0', dtype=torch.float64) -0.13833618
tensor(0.1162, device='cuda:0', dtype=torch.float64) -0.18835068
tensor(0.0733, device='cuda:0', dtype=torch.float64) -0.21718597
tensor(0.0854, device='cuda:0', dtype=torch.float64) -0.40200806
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.1319027
tensor(0.0369, device='cuda:0', dtype=torch.float64) -0.31903076
tensor(0.0162, device='cuda:0', dtype=torch.float64) -0.020084381
tensor(0.0123, device='cuda:0', dtype=torch.float64) -0.071063995
tensor(0.0059, device='cuda:0', dtype=torch.float64) -0.749588
tensor(0.0344, device='cuda:0', dtype=torch.float64) -2.2513733
tensor(0.0948, device='cuda:0', dtype=torch.float64) -0.6033783
tensor(0.0470, device='cuda:0', dtype=torch.float64) -0.441391
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.19689941
tensor(0.0221, device='cuda:0', dtype=torch.float64) -0.07848358
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.17538834
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.060839176
tensor(0.0021, device='cuda:0', dtype=torch.float64) -0.36473846
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.117240906
tensor(0.0200, device='cuda:0', dtype=torch.float64) -0.40517426
tensor(0.0199, device='cuda:0', dtype=torch.float64) -0.4559555
tensor(0.0234, device='cuda:0', dtype=torch.float64) -0.44477844
tensor(0.0253, device='cuda:0', dtype=torch.float64) -0.30353546
tensor(0.0322, device='cuda:0', dtype=torch.float64) -0.44306946
tensor(0.0067, device='cuda:0', dtype=torch.float64) -0.5440674
tensor(0.0437, device='cuda:0', dtype=torch.float64) -0.44750977
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.12049484
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.06058407
tensor(0.0285, device='cuda:0', dtype=torch.float64) -0.39398956
tensor(0.0376, device='cuda:0', dtype=torch.float64) -0.44947052
tensor(0.0222, device='cuda:0', dtype=torch.float64) -0.20067596
tensor(0.0147, device='cuda:0', dtype=torch.float64) -0.27113342
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.5161743
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.19390106
tensor(0.5333, device='cuda:0', dtype=torch.float64) -0.2616043
tensor(0.0717, device='cuda:0', dtype=torch.float64) -0.20319366
tensor(0.0247, device='cuda:0', dtype=torch.float64) -0.3307495
tensor(0.0191, device='cuda:0', dtype=torch.float64) -0.2667694
tensor(0.0082, device='cuda:0', dtype=torch.float64) -0.13940048
tensor(0.0756, device='cuda:0', dtype=torch.float64) -0.25123596
tensor(0.0713, device='cuda:0', dtype=torch.float64) -0.26931763
tensor(0.0702, device='cuda:0', dtype=torch.float64) -0.15837479
tensor(0.0670, device='cuda:0', dtype=torch.float64) -0.1602478
tensor(0.0519, device='cuda:0', dtype=torch.float64) -0.24192047
tensor(0.0414, device='cuda:0', dtype=torch.float64) -0.25053024
tensor(0.0396, device='cuda:0', dtype=torch.float64) -0.25522614
tensor(0.2534, device='cuda:0', dtype=torch.float64) -0.24984741
tensor(0.0233, device='cuda:0', dtype=torch.float64) -0.31820488
tensor(0.0071, device='cuda:0', dtype=torch.float64) -0.115478516
tensor(0., device='cuda:0', dtype=torch.float64) -0.46092224
tensor(0.2549, device='cuda:0', dtype=torch.float64) -0.16738892
tensor(0.2506, device='cuda:0', dtype=torch.float64) -0.15290451
tensor(0.4343, device='cuda:0', dtype=torch.float64) -0.031772614
tensor(0.4295, device='cuda:0', dtype=torch.float64) -0.042765617
tensor(0.3553, device='cuda:0', dtype=torch.float64) -0.084918976
tensor(0.8763, device='cuda:0', dtype=torch.float64) -0.505661
tensor(0.9494, device='cuda:0', dtype=torch.float64) -0.2731018
tensor(1., device='cuda:0', dtype=torch.float64) -0.3770523
tensor(0.6612, device='cuda:0', dtype=torch.float64) -0.16901779
tensor(0.1752, device='cuda:0', dtype=torch.float64) -0.2638321
tensor(0.1731, device='cuda:0', dtype=torch.float64) -0.30217743
tensor(0.1665, device='cuda:0', dtype=torch.float64) -0.26888275
tensor(0.3108, device='cuda:0', dtype=torch.float64) -0.1738739
tensor(0.0191, device='cuda:0', dtype=torch.float64) 0.0022850037
tensor(0.0136, device='cuda:0', dtype=torch.float64) -0.116249084
tensor(0.0330, device='cuda:0', dtype=torch.float64) -0.14035034
tensor(0.0220, device='cuda:0', dtype=torch.float64) -0.1161232
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.06548691
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.48429108
tensor(0.0094, device='cuda:0', dtype=torch.float64) -0.83421326
tensor(0.0145, device='cuda:0', dtype=torch.float64) -1.0800018
tensor(0.0265, device='cuda:0', dtype=torch.float64) -1.6298218
tensor(0.0761, device='cuda:0', dtype=torch.float64) -2.014038
tensor(0.0717, device='cuda:0', dtype=torch.float64) -2.4660645
tensor(0.0994, device='cuda:0', dtype=torch.float64) -2.6151123
tensor(0.2977, device='cuda:0', dtype=torch.float64) -0.33823395
tensor(0.2172, device='cuda:0', dtype=torch.float64) -0.35585785
tensor(0.2116, device='cuda:0', dtype=torch.float64) -0.5467529
tensor(0.1723, device='cuda:0', dtype=torch.float64) -0.529686
tensor(0.1241, device='cuda:0', dtype=torch.float64) -0.42108154
tensor(0.1061, device='cuda:0', dtype=torch.float64) -0.6528473
tensor(0.1007, device='cuda:0', dtype=torch.float64) -0.94563293
tensor(0.0926, device='cuda:0', dtype=torch.float64) -0.4569397
tensor(0.1734, device='cuda:0', dtype=torch.float64) -0.46099854
tensor(0.1695, device='cuda:0', dtype=torch.float64) -0.2263565
tensor(0.1785, device='cuda:0', dtype=torch.float64) -0.42235565
tensor(0.0221, device='cuda:0', dtype=torch.float64) -0.2864189
tensor(0.0204, device='cuda:0', dtype=torch.float64) -0.4378662
tensor(0.0265, device='cuda:0', dtype=torch.float64) -0.54907227
tensor(0.0234, device='cuda:0', dtype=torch.float64) -0.26529694
tensor(0.1617, device='cuda:0', dtype=torch.float64) -0.43387604
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.04802513
tensor(0.0598, device='cuda:0', dtype=torch.float64) -0.62831116
tensor(0.0727, device='cuda:0', dtype=torch.float64) -0.7817383
tensor(0.0853, device='cuda:0', dtype=torch.float64) -0.77908325
tensor(0.0972, device='cuda:0', dtype=torch.float64) -0.5248108
tensor(0.1124, device='cuda:0', dtype=torch.float64) -0.1842041
tensor(0.1913, device='cuda:0', dtype=torch.float64) -0.45593262
tensor(0.0157, device='cuda:0', dtype=torch.float64) -0.28308868
tensor(0.0011, device='cuda:0', dtype=torch.float64) -0.3907013
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.7615967
tensor(0.0072, device='cuda:0', dtype=torch.float64) -0.23623276
tensor(0.0149, device='cuda:0', dtype=torch.float64) -0.3631668
tensor(3.8483e-05, device='cuda:0', dtype=torch.float64) -0.38690186
tensor(0.0023, device='cuda:0', dtype=torch.float64) -0.2472763
tensor(0.0046, device='cuda:0', dtype=torch.float64) -0.019611359
tensor(0.0133, device='cuda:0', dtype=torch.float64) 0.027588844
tensor(0.0173, device='cuda:0', dtype=torch.float64) -0.03658676
tensor(0.0200, device='cuda:0', dtype=torch.float64) -0.19370651
tensor(0.2497, device='cuda:0', dtype=torch.float64) -0.3189926
tensor(0.0025, device='cuda:0', dtype=torch.float64) -0.3719101
tensor(0.0133, device='cuda:0', dtype=torch.float64) -0.24520493
tensor(0.0281, device='cuda:0', dtype=torch.float64) -0.27301788
tensor(0.0221, device='cuda:0', dtype=torch.float64) -0.25349426
tensor(0.0265, device='cuda:0', dtype=torch.float64) -0.26677704
tensor(0.2709, device='cuda:0', dtype=torch.float64) -0.33233643
tensor(0.0223, device='cuda:0', dtype=torch.float64) -0.2485466
tensor(0.2390, device='cuda:0', dtype=torch.float64) -0.37136078
tensor(0.0164, device='cuda:0', dtype=torch.float64) -0.34332275
tensor(0.0194, device='cuda:0', dtype=torch.float64) -0.23500824
tensor(0.0125, device='cuda:0', dtype=torch.float64) 0.040885925
tensor(0.0400, device='cuda:0', dtype=torch.float64) 0.087337494
tensor(0.2264, device='cuda:0', dtype=torch.float64) -0.6481018
tensor(0.1881, device='cuda:0', dtype=torch.float64) -0.68829346
tensor(0.0240, device='cuda:0', dtype=torch.float64) -0.63113403
tensor(0.0118, device='cuda:0', dtype=torch.float64) -0.8203888
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.77871704
tensor(0.0526, device='cuda:0', dtype=torch.float64) -0.627594
tensor(0.0803, device='cuda:0', dtype=torch.float64) -0.39603424
tensor(0.0443, device='cuda:0', dtype=torch.float64) -0.5994415
tensor(0.0524, device='cuda:0', dtype=torch.float64) -0.46251678
tensor(0.0450, device='cuda:0', dtype=torch.float64) -0.6595154
tensor(0.0409, device='cuda:0', dtype=torch.float64) -0.65960693
tensor(0.0354, device='cuda:0', dtype=torch.float64) -0.53489685
tensor(0.0297, device='cuda:0', dtype=torch.float64) -0.630188
tensor(0.2970, device='cuda:0', dtype=torch.float64) -0.01333046
tensor(0.0071, device='cuda:0', dtype=torch.float64) 0.09376526
tensor(0.0040, device='cuda:0', dtype=torch.float64) -0.05680847
tensor(0.2664, device='cuda:0', dtype=torch.float64) -0.040153503
tensor(0.0001, device='cuda:0', dtype=torch.float64) -0.1352539
tensor(0.0028, device='cuda:0', dtype=torch.float64) -0.15275192
tensor(0.0002, device='cuda:0', dtype=torch.float64) -0.113422394
tensor(0.0308, device='cuda:0', dtype=torch.float64) -0.08281326
tensor(8.6586e-05, device='cuda:0', dtype=torch.float64) -0.54917145
tensor(7.6965e-05, device='cuda:0', dtype=torch.float64) -0.3254547
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.7534485
tensor(0.0438, device='cuda:0', dtype=torch.float64) -0.46430206
tensor(0.0220, device='cuda:0', dtype=torch.float64) -0.63571167
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.33953857
tensor(0.0100, device='cuda:0', dtype=torch.float64) -2.0319214
tensor(0.0111, device='cuda:0', dtype=torch.float64) -1.6220398
tensor(0.0109, device='cuda:0', dtype=torch.float64) -0.6401062
tensor(0.0110, device='cuda:0', dtype=torch.float64) -1.3857117
tensor(0.0525, device='cuda:0', dtype=torch.float64) -0.16726685
tensor(0.0402, device='cuda:0', dtype=torch.float64) -0.2623291
tensor(0.0549, device='cuda:0', dtype=torch.float64) -0.18995667
tensor(0.0010, device='cuda:0', dtype=torch.float64) -0.121772766
tensor(0.0247, device='cuda:0', dtype=torch.float64) -0.10982323
tensor(0.0139, device='cuda:0', dtype=torch.float64) -0.09592438
tensor(0.0287, device='cuda:0', dtype=torch.float64) -0.105918884
tensor(0.0509, device='cuda:0', dtype=torch.float64) -0.16724396
tensor(0.0337, device='cuda:0', dtype=torch.float64) -0.5796356
tensor(0.0239, device='cuda:0', dtype=torch.float64) -0.10904884
tensor(0.0209, device='cuda:0', dtype=torch.float64) -0.5398483
tensor(0.0201, device='cuda:0', dtype=torch.float64) -0.17731476
tensor(0.1270, device='cuda:0', dtype=torch.float64) -0.21012115
tensor(0.0383, device='cuda:0', dtype=torch.float64) -0.12149429
tensor(0.0657, device='cuda:0', dtype=torch.float64) -0.237854
tensor(0.0081, device='cuda:0', dtype=torch.float64) -0.3727417
tensor(0.0020, device='cuda:0', dtype=torch.float64) -0.35160828
tensor(0.0127, device='cuda:0', dtype=torch.float64) -0.62042236
tensor(0.0296, device='cuda:0', dtype=torch.float64) -0.23118591
tensor(0.0610, device='cuda:0', dtype=torch.float64) -0.31720734
tensor(0.0550, device='cuda:0', dtype=torch.float64) -0.0618515
tensor(0.0331, device='cuda:0', dtype=torch.float64) -0.2629013
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.4420395
tensor(0.1122, device='cuda:0', dtype=torch.float64) -0.6110687
tensor(0.0110, device='cuda:0', dtype=torch.float64) -0.2736206
tensor(0.1277, device='cuda:0', dtype=torch.float64) -1.3719788
tensor(0., device='cuda:0', dtype=torch.float64) -1.0618744
tensor(0.0506, device='cuda:0', dtype=torch.float64) -0.46446228
tensor(0.0041, device='cuda:0', dtype=torch.float64) -2.2228088
tensor(0.0149, device='cuda:0', dtype=torch.float64) -0.1349678
tensor(0.0145, device='cuda:0', dtype=torch.float64) -2.2914124
tensor(0.0056, device='cuda:0', dtype=torch.float64) -0.043546677
tensor(0.0058, device='cuda:0', dtype=torch.float64) -0.17203903
tensor(0., device='cuda:0', dtype=torch.float64) -0.45518494
tensor(0.0133, device='cuda:0', dtype=torch.float64) -0.33866882
tensor(0.0078, device='cuda:0', dtype=torch.float64) -0.42565155
tensor(0.0327, device='cuda:0', dtype=torch.float64) -0.65802
tensor(0., device='cuda:0', dtype=torch.float64) -0.58729553
tensor(0.0224, device='cuda:0', dtype=torch.float64) -0.41906738
tensor(0.4008, device='cuda:0', dtype=torch.float64) -0.39918518
tensor(0., device='cuda:0', dtype=torch.float64) -0.54730225
tensor(0., device='cuda:0', dtype=torch.float64) -0.4201889
tensor(0.0088, device='cuda:0', dtype=torch.float64) -0.3686676
tensor(0., device='cuda:0', dtype=torch.float64) -0.5691223
tensor(0.0100, device='cuda:0', dtype=torch.float64) -0.43965912
tensor(0.0501, device='cuda:0', dtype=torch.float64) -0.5156555
tensor(0.0055, device='cuda:0', dtype=torch.float64) -0.18539429
tensor(0.0174, device='cuda:0', dtype=torch.float64) -0.6235657
tensor(0.3394, device='cuda:0', dtype=torch.float64) -0.5173874
tensor(0.3525, device='cuda:0', dtype=torch.float64) -0.3935547
tensor(0., device='cuda:0', dtype=torch.float64) -0.495224
tensor(0.1876, device='cuda:0', dtype=torch.float64) -0.3645172
tensor(0.0488, device='cuda:0', dtype=torch.float64) -0.17997742
tensor(0.0178, device='cuda:0', dtype=torch.float64) -0.4318695
tensor(0.0424, device='cuda:0', dtype=torch.float64) -0.6077118
tensor(0.0093, device='cuda:0', dtype=torch.float64) -0.45306396
tensor(0., device='cuda:0', dtype=torch.float64) -0.41916656
tensor(0.0085, device='cuda:0', dtype=torch.float64) -0.7072754
tensor(0.2642, device='cuda:0', dtype=torch.float64) -0.73464966
tensor(0.2597, device='cuda:0', dtype=torch.float64) -0.34986115
tensor(0.2855, device='cuda:0', dtype=torch.float64) 0.022800446
tensor(0.0844, device='cuda:0', dtype=torch.float64) -0.114089966
tensor(0.0553, device='cuda:0', dtype=torch.float64) -0.56674194
tensor(0.0008, device='cuda:0', dtype=torch.float64) -0.055986404
tensor(0.0117, device='cuda:0', dtype=torch.float64) -0.14796448
tensor(0.1292, device='cuda:0', dtype=torch.float64) -0.015257835
tensor(0.0633, device='cuda:0', dtype=torch.float64) 0.010175705
tensor(0.0995, device='cuda:0', dtype=torch.float64) 0.0025482178
tensor(0.0019, device='cuda:0', dtype=torch.float64) -0.19026566
tensor(0.0120, device='cuda:0', dtype=torch.float64) -0.20818329
tensor(0.0251, device='cuda:0', dtype=torch.float64) -0.06838608
tensor(0.1087, device='cuda:0', dtype=torch.float64) -0.13989449
tensor(0.1162, device='cuda:0', dtype=torch.float64) -0.12546921
tensor(0.0822, device='cuda:0', dtype=torch.float64) -0.11229324
tensor(0.0461, device='cuda:0', dtype=torch.float64) -0.14120102
tensor(0.1232, device='cuda:0', dtype=torch.float64) -0.28623962
tensor(0.0926, device='cuda:0', dtype=torch.float64) -1.3694763
tensor(0.0709, device='cuda:0', dtype=torch.float64) -0.7848511
tensor(0.0163, device='cuda:0', dtype=torch.float64) -0.5353012
tensor(0.0119, device='cuda:0', dtype=torch.float64) -0.14302826
tensor(0., device='cuda:0', dtype=torch.float64) -0.29304504
tensor(0.0132, device='cuda:0', dtype=torch.float64) -0.54107666
tensor(0.0381, device='cuda:0', dtype=torch.float64) -0.38196564
tensor(0.1191, device='cuda:0', dtype=torch.float64) -0.15428925
tensor(0.1895, device='cuda:0', dtype=torch.float64) -0.20939255
tensor(0.1961, device='cuda:0', dtype=torch.float64) -0.1789589
tensor(0.0511, device='cuda:0', dtype=torch.float64) -0.27447128
tensor(0.1054, device='cuda:0', dtype=torch.float64) -0.45004272
tensor(0.0166, device='cuda:0', dtype=torch.float64) -0.096250534
tensor(0.0184, device='cuda:0', dtype=torch.float64) -0.2536621
tensor(0.0195, device='cuda:0', dtype=torch.float64) -0.105220795
tensor(0.0272, device='cuda:0', dtype=torch.float64) -0.118852615
tensor(0.0062, device='cuda:0', dtype=torch.float64) -0.11573219
tensor(0.0438, device='cuda:0', dtype=torch.float64) -0.6505127
tensor(0.3315, device='cuda:0', dtype=torch.float64) -0.029730797
tensor(0.3812, device='cuda:0', dtype=torch.float64) -0.080444336
tensor(0.2380, device='cuda:0', dtype=torch.float64) -0.084386826
tensor(0.1852, device='cuda:0', dtype=torch.float64) -0.3007965
tensor(0., device='cuda:0', dtype=torch.float64) -0.0721035
tensor(0.0111, device='cuda:0', dtype=torch.float64) -0.4610672
tensor(0.0221, device='cuda:0', dtype=torch.float64) -0.17308044
tensor(0.3023, device='cuda:0', dtype=torch.float64) -0.17781067
tensor(0.3310, device='cuda:0', dtype=torch.float64) -0.1316967
tensor(0., device='cuda:0', dtype=torch.float64) -1.2489319
tensor(0.2545, device='cuda:0', dtype=torch.float64) -0.19004822
tensor(0.1031, device='cuda:0', dtype=torch.float64) -0.14610672
tensor(0.1749, device='cuda:0', dtype=torch.float64) -0.068935394
tensor(0.1661, device='cuda:0', dtype=torch.float64) -0.32795715
tensor(0., device='cuda:0', dtype=torch.float64) -0.23679352
tensor(0.2880, device='cuda:0', dtype=torch.float64) -0.48166656
tensor(0.3100, device='cuda:0', dtype=torch.float64) -0.33815002
